timestamp,power_usage_mW
1724672526515,211956
1724672557637,198595
1724672588754,178796
1724672619872,214712
1724672650988,212317
1724672682104,214510
1724672713232,205276
1724672744348,215194
1724672775471,210612
1724672806588,150165
1724672837707,170470
1724672868834,158586
1724672899951,165696
1724672930081,232234
1724672961200,226597
1724672992318,232333
1724673023435,189391
1724673054551,209961
1724673085671,205484
1724673116788,221529
1724673147911,184870
1724673179027,207427
1724673210145,199852
1724673241263,210158
1724673272385,207109
1724673303512,212045
1724673334628,207722
1724673365750,179697
1724673396873,164190
1724673427991,179740
1724673459192,212612
1724673490312,183493
1724673521427,217800
1724673552552,206891
1724673583668,214189
1724673614784,209278
1724673645910,232300
1724673677029,210230
1724673708145,206278
1724673739268,208161
1724673770388,205496
1724673801504,210647
1724673832623,193420
1724673863745,208089
1724673894868,197081
1724673925984,172429
1724673957108,181018
1724673988241,156156
1724674019481,226246
1724674050598,202655
1724674081720,206650
1724674112837,214113
1724674143954,209295
1724674175079,213766
1724674206194,219315
1724674237312,206809
1724674268431,208125
1724674299553,183503
1724674330682,200033
1724674361802,214837
1724674392923,175218
1724674424041,201306
1724674455166,217824
1724674486289,168222
1724674517436,180135
1724674548559,160407
1724674579753,173597
1724674610875,213315
1724674641996,215883
1724674673142,224907
1724674704258,226073
1724674735377,197348
1724674766494,212067
1724674797610,211227
1724674828731,208585
1724674859850,210306
1724674890970,230756
1724674922089,195857
1724674953206,213041
1724674984323,205431
1724675015441,216012
1724675046563,175944
1724675077681,180070
1724675108803,170462
1724675138847,213156
1724675169972,215154
1724675201095,211362
1724675232216,238785
1724675263332,222447
1724675294447,206824
1724675325566,209875
1724675356682,197419
1724675387805,212367
1724675418923,212687
1724675450043,203944
1724675481174,181461
1724675512289,198504
1724675543407,205934
1724675574527,171698
1724675605644,161563
1724675636767,167597
1724675667885,210326
1724675699003,181839
1724675730121,199916
1724675761240,209952
1724675792361,217095
1724675823479,207734
1724675854597,208631
1724675885720,210721
1724675916838,203014
1724675947961,210641
1724675979078,204934
1724676010196,220166
1724676041312,197455
1724676072430,213556
1724676103554,198734
1724676134677,168529
1724676165804,169583
1724676196925,168738
1724676228043,212388
1724676259161,210082
1724676290280,208400
1724676321397,184408
1724676352520,206844
1724676383641,208513
1724676414760,215310
1724676445876,186087
1724676476991,185551
1724676508108,211308
1724676539226,195763
1724676570344,215447
1724676601465,214737
1724676632592,201739
1724676663714,235428
1724676694838,149690
1724676725961,178000
1724676757083,178366
1724676788338,208117
1724676819462,211735
1724676850578,207484
1724676881697,202170
1724676912820,215248
1724676943942,191455
1724676975062,213445
1724677006178,205343
1724677037296,220913
1724677068414,213244
1724677099530,222286
1724677130648,209799
1724677161768,180176
1724677192886,202956
1724677224009,168496
1724677255131,181212
1724677286258,181358
1724677317495,205774
1724677348615,203983
1724677379735,212123
1724677410854,225964
1724677441973,212493
1724677473099,209537
1724677504216,228996
1724677535339,218387
1724677566459,233358
1724677597578,211113
1724677628702,205373
1724677659825,209511
1724677690948,179458
1724677722064,207414
1724677753187,207215
1724677784306,172544
1724677815430,176710
1724677846548,181427
1724677877705,186978
1724677908819,210532
1724677939935,212023
1724677971050,217242
1724678002169,218294
1724678033291,189332
1724678064412,211584
1724678095527,210379
1724678126642,205130
1724678157762,213636
1724678188883,242268
1724678219997,214558
1724678251130,216947
1724678282246,212687
1724678313367,182026
1724678344487,172910
1724678375630,168856
1724678406932,207914
1724678438051,225481
1724678469174,208846
1724678500290,213816
1724678531414,209282
1724678562532,183311
1724678593650,212852
1724678624772,214083
1724678655888,212440
1724678687006,170725
1724678718123,211753
1724678749251,200985
1724678780368,232570
1724678811490,217723
1724678842610,200609
1724678873736,171881
1724678904853,169298
1724678935971,205091
1724678967087,202229
1724678998204,210014
1724679029327,212769
1724679060444,194572
1724679091562,207191
1724679122681,223857
1724679153801,235855
1724679184919,207058
1724679216036,204843
1724679247152,201285
1724679278267,181054
1724679309386,177877
1724679340507,213298
1724679371630,213846
1724679402747,174601
1724679433864,177989
1724679464991,169563
1724679496336,215389
1724679527451,210707
1724679558579,227474
1724679589694,197530
1724679620812,185061
1724679651937,214567
1724679683051,195996
1724679714172,211818
1724679745291,213869
1724679776408,214913
1724679807528,185222
1724679838648,206264
1724679869764,212813
1724679900880,210132
1724679931998,210132
1724679963126,166104
1724679994249,169319
1724680025372,169811
1724680056725,202905
1724680087840,211978
1724680118961,193344
1724680150080,229111
1724680181195,210402
1724680212312,218650
1724680243429,214621
1724680274555,185227
1724680305670,215852
1724680336789,217333
1724680367907,206915
1724680399024,215942
1724680430144,205351
1724680461261,188829
1724680492380,173699
1724680523496,180669
1724680554617,167019
1724680585822,185863
1724680616949,202879
1724680648066,205332
1724680679190,207100
1724680710310,213987
1724680741432,191461
1724680772547,201913
1724680803675,211986
1724680834791,211301
1724680865906,191400
1724680897024,213920
1724680928138,182582
1724680959253,211819
1724680990368,210962
1724681021488,206783
1724681052608,183039
1724681083732,150920
1724681114862,168000
1724681146040,191162
1724681177157,216382
1724681208274,205668
1724681239393,210084
1724681270510,212402
1724681301625,212139
1724681332744,234800
1724681363860,182047
1724681394981,195258
1724681426113,216245
1724681457237,212363
1724681488354,210913
1724681519471,210314
1724681550589,212813
1724681581712,218466
1724681612829,180656
1724681643952,182941
1724681675089,178415
1724681706265,210448
1724681737382,195900
1724681768501,209680
1724681799622,213715
1724681830745,237259
1724681861867,216992
1724681892982,213942
1724681924113,207240
1724681955233,201249
1724681986354,205817
1724682017480,212621
1724682048600,236767
1724682079735,202050
1724682110853,224637
1724682141971,224942
1724682173097,170399
1724682204220,179456
1724682235344,168950
1724682266671,210341
1724682297791,231221
1724682328910,204757
1724682360032,218567
1724682391152,184313
1724682422267,215956
1724682453385,179446
1724682484505,208386
1724682515627,203092
1724682546743,211750
1724682577863,205739
1724682608982,178389
1724682640101,210286
1724682671220,188189
1724682702341,202692
1724682733463,178078
1724682764592,170017
1724682795722,166723
1724682826903,204326
1724682858019,209336
1724682889136,194482
1724682920265,212689
1724682951385,207971
1724682982504,197475
1724683013620,211747
1724683044739,203747
1724683075860,204353
1724683106981,207000
1724683138104,200680
1724683169224,218250
1724683200353,199029
1724683231468,216326
1724683262585,173337
1724683293712,160167
1724683324842,159458
1724683355960,160306
1724683387177,222674
1724683418293,204662
1724683449416,206981
1724683480533,202866
1724683511650,217195
1724683542767,216775
1724683573898,206670
1724683605017,179518
1724683636139,205400
1724683667263,211134
1724683698384,218196
1724683729512,212779
1724683760632,182798
1724683791760,180195
1724683822876,209917
1724683853994,166304
1724683885115,172442
1724683916233,158261
1724683946234,180182
1724683977351,204948
1724684008472,221276
1724684039588,209101
1724684070706,217185
1724684101825,206380
1724684132943,192616
1724684164061,223147
1724684195181,204681
1724684226297,213675
1724684257413,214563
1724684288535,202578
1724684319656,216077
1724684350775,204345
1724684381895,182678
1724684413014,166741
1724684444149,170136
1724684475271,158803
1724684506386,157844
1724684536412,204129
1724684567536,208524
1724684598657,213118
1724684629775,199364
1724684660890,228501
1724684692004,220259
1724684723121,206319
1724684754245,208978
1724684785365,208570
1724684816481,181702
1724684847600,184455
1724684878721,214525
1724684909839,205550
1724684940961,178108
1724684972079,228692
1724685003200,170717
1724685034315,169637
1724685065436,167103
1724685096665,190929
1724685127786,232671
1724685158910,212875
1724685190034,203289
1724685221154,169108
1724685252269,217858
1724685283395,212526
1724685314511,210932
1724685345627,224819
1724685376743,203889
1724685407860,208023
1724685438981,182466
1724685470099,195010
1724685501219,197158
1724685532333,183978
1724685563458,160274
1724685594578,145172
1724685625706,179126
1724685656830,158698
1724685687947,207847
1724685719073,178068
1724685750189,209465
1724685781311,183544
1724685812428,210289
1724685843544,204858
1724685874660,198046
1724685905789,213382
1724685936909,225637
1724685968024,210616
1724685999140,231759
1724686030255,177058
1724686061378,205409
1724686092493,181924
1724686123615,192189
1724686154737,181063
1724686185866,173765
1724686216986,203490
1724686248103,211610
1724686279224,196315
1724686310341,189577
1724686341454,201490
1724686372571,191119
1724686403690,212557
1724686434810,182723
1724686465930,229296
1724686497045,210037
1724686528165,215758
1724686559280,186397
1724686590399,209122
1724686621517,202398
1724686652634,214154
1724686683751,178252
1724686714872,170890
1724686745988,176520
1724686777175,212790
1724686808292,220009
1724686839423,218635
1724686870540,201645
1724686901656,207971
1724686932775,175238
1724686963896,200950
1724686995012,201293
1724687026141,208732
1724687057257,216505
1724687088378,236602
1724687119495,209604
1724687150611,206780
1724687181741,208246
1724687212866,179043
1724687243988,169163
1724687275106,167693
1724687306227,203958
1724687337348,207329
1724687368467,207031
1724687399583,212343
1724687430700,216122
1724687461817,182248
1724687492940,210023
1724687524056,223254
1724687555173,205465
1724687586298,226288
1724687617418,226004
1724687648539,188520
1724687679655,218130
1724687710772,221924
1724687741889,206774
1724687773039,163621
1724687804161,167035
1724687835283,149008
1724687866405,179664
1724687897551,203675
1724687928665,215192
1724687959784,223842
1724687990901,226525
1724688022020,178971
1724688053140,201477
1724688084257,213180
1724688115375,224651
1724688146494,198706
1724688177619,203680
1724688208734,206873
1724688239859,212264
1724688270975,215153
1724688302094,209409
1724688333219,160563
1724688364345,159989
1724688395461,180704
1724688425537,210120
1724688456653,217804
1724688487772,202400
1724688518888,178089
1724688550010,226706
1724688581126,206893
1724688612240,189706
1724688643354,209582
1724688674471,213730
1724688705594,183647
1724688736711,211602
1724688767831,209590
1724688798955,214578
1724688830073,221560
1724688861202,205226
1724688892325,180957
1724688923443,170429
1724688954558,166277
1724688985909,188089
1724689017032,207976
1724689048164,191165
1724689079281,202495
1724689110398,201856
1724689141517,213101
1724689172633,212713
1724689203753,234339
1724689234873,206720
1724689265990,212724
1724689297109,199837
1724689328233,222862
1724689359348,211133
1724689390476,202846
1724689421602,159555
1724689452720,140535
1724689483836,175892
1724689514954,166300
1724689546296,215046
1724689577413,207292
1724689608536,211609
1724689639656,184116
1724689670773,209577
1724689701892,211982
1724689733008,197276
1724689764127,209720
1724689795255,197470
1724689826373,235771
1724689857488,219211
1724689888606,184160
1724689919724,233687
1724689950852,213147
1724689981966,170710
1724690013087,170711
1724690044203,169272
1724690075589,193082
1724690106707,214622
1724690137828,194008
1724690168947,215430
1724690200065,199769
1724690231186,235122
1724690262303,225180
1724690293422,212661
1724690324544,209226
1724690355665,213556
1724690386787,210468
1724690417905,212550
1724690449022,231625
1724690480144,199591
1724690511274,223100
1724690542395,178969
1724690573518,178183
1724690604645,179711
1724690635794,211729
1724690666913,222176
1724690698036,216768
1724690729154,214569
1724690760276,214521
1724690791396,205450
1724690822519,231684
1724690853636,218292
1724690884754,207030
1724690915869,209818
1724690946989,208472
1724690978105,200449
1724691009230,207690
1724691040352,193245
1724691071468,147462
1724691102589,183908
1724691133711,175037
1724691164830,168288
1724691196141,216529
1724691227261,189742
1724691258382,233497
1724691289511,192973
1724691320627,199396
1724691351747,213834
1724691382870,214852
1724691413987,215599
1724691445106,205417
1724691476224,216109
1724691507340,209863
1724691538460,187746
1724691569586,204569
1724691600700,200894
1724691631815,188517
1724691662935,174603
1724691694055,178146
1724691725268,163864
1724691756387,209489
1724691787510,198636
1724691818628,216532
1724691849744,203831
1724691880861,209785
1724691911980,218134
1724691943096,227129
1724691974219,204972
1724692005338,210470
1724692036461,199608
1724692067578,190267
1724692098696,182277
1724692129816,212783
1724692160934,204953
1724692192057,168813
1724692223179,168770
1724692254309,168717
1724692285478,208898
1724692316600,210426
1724692347719,212865
1724692378835,213510
1724692409953,213203
1724692441073,234149
1724692472188,228996
1724692503304,214171
1724692534422,212413
1724692565539,181979
1724692596656,203780
1724692627773,202253
1724692658890,215861
1724692690006,206733
1724692721123,180250
1724692752246,169979
1724692783369,167194
1724692814484,200093
1724692845605,216107
1724692876723,205242
1724692907839,211145
1724692938959,212743
1724692970079,210743
1724693001199,223463
1724693032314,211001
1724693063432,204959
1724693094557,210592
1724693125683,201084
1724693156801,184910
1724693187923,195050
1724693219043,217360
1724693250160,209681
1724693281286,169679
1724693312408,170725
1724693343525,167537
1724693374643,218060
1724693405762,192696
1724693436881,192664
1724693468001,216420
1724693499132,203389
1724693530249,184933
1724693561369,202123
1724693592508,182716
1724693623627,165270
1724693654744,206783
1724693685865,214054
1724693716985,204614
1724693748108,235301
1724693779223,212902
1724693810337,201924
1724693841452,168408
1724693872571,187453
1724693903849,206323
1724693934968,216292
1724693966086,207736
1724693997202,210208
1724694028319,201141
1724694059434,223331
1724694090552,225683
1724694121668,219805
1724694152791,212328
1724694183920,180880
1724694215039,209121
1724694246163,202492
1724694277284,206441
1724694308412,195774
1724694339533,211214
1724694370652,178344
1724694401773,177667
1724694432895,177570
1724694464243,211752
1724694495359,215352
1724694526475,150981
1724694557591,208657
1724694588710,191387
1724694619826,212050
1724694650943,235868
1724694682059,220855
1724694713181,213125
1724694744298,186547
1724694775417,210816
1724694806533,208532
1724694837652,208531
1724694868776,212235
1724694899900,188505
1724694931019,169356
1724694962159,171401
1724694993290,205404
1724695024407,197647
1724695055529,205212
1724695086648,194392
1724695117764,219107
1724695148889,231666
1724695180005,205718
1724695211122,212708
1724695242243,189217
1724695273365,213899
1724695304483,228446
1724695335604,199451
1724695366722,210594
1724695397837,218955
1724695428956,199840
1724695460079,170457
1724695491216,177490
1724695522347,164688
1724695553465,212655
1724695584586,221994
1724695615703,211528
1724695646834,220844
1724695677955,205715
1724695709072,212183
1724695740196,178209
1724695771312,208630
1724695802428,203951
1724695833553,181579
1724695864676,203845
1724695895792,185299
1724695926910,211241
1724695958033,212990
1724695989153,213925
1724696020277,169174
1724696051409,169133
1724696082689,178196
1724696114034,209258
1724696145154,217927
1724696176275,216234
1724696207392,195955
1724696238515,214686
1724696269635,182067
1724696300755,202470
1724696331876,194469
1724696362995,211933
1724696394115,204511
1724696425234,201912
1724696456354,215988
1724696487476,183349
1724696518592,209183
1724696549713,172281
1724696580845,180054
1724696611969,179798
1724696643367,219010
1724696674482,224560
1724696705600,238250
1724696736720,204717
1724696767838,203544
1724696798952,194915
1724696830076,209512
1724696861201,204167
1724696892323,222764
1724696923440,209210
1724696954561,207786
1724696985679,213026
1724697016795,206475
1724697047912,195903
1724697079030,177270
1724697110158,169805
1724697141279,165286
1724697172460,205993
1724697203575,193162
1724697234691,181033
1724697265811,220965
1724697296932,201271
1724697328050,205042
1724697359170,204813
1724697390287,209855
1724697421410,199565
1724697452532,207313
1724697483651,207797
1724697514767,198528
1724697545881,206481
1724697576999,214563
1724697608124,214252
1724697639246,160662
1724697670373,158689
1724697701493,157068
1724697732906,175530
1724697764023,195774
1724697795139,203286
1724697826265,216327
1724697857395,227130
1724697888518,244668
1724697919637,208392
1724697950753,197634
1724697981879,215124
1724698013002,205056
1724698044124,211597
1724698075248,207874
1724698106369,192437
1724698137487,206238
1724698168605,207644
1724698199725,158258
1724698230849,170474
1724698261966,168616
1724698293092,206641
1724698324211,210617
1724698355340,216072
1724698386465,211584
1724698417587,189162
1724698448705,237883
1724698479823,220999
1724698510958,209752
1724698542085,213548
1724698573202,200295
1724698604327,177427
1724698635445,208031
1724698666563,204477
1724698697681,210170
1724698728799,149552
1724698759922,170530
1724698791051,168749
1724698822319,187125
1724698853447,177735
1724698884570,196609
1724698915687,189064
1724698946806,181768
1724698977932,210617
1724699009053,186266
1724699040170,178630
1724699071286,184644
1724699102401,206197
1724699133517,207957
1724699164635,220249
1724699195751,210380
1724699226874,231078
1724699257989,193994
1724699289110,128076
1724699320228,157121
1724699351346,167448
1724699382468,156325
1724699413730,213363
1724699444846,205451
1724699475970,221785
1724699507087,198869
1724699538204,220225
1724699569321,211540
1724699600438,216542
1724699631557,211533
1724699662679,194843
1724699693798,209160
1724699724916,215490
1724699756034,203350
1724699787150,212416
1724699818271,232459
1724699849388,177967
1724699880505,164114
1724699911625,158036
1724699942745,178167
1724699974075,210721
1724700005198,219293
1724700036315,203137
1724700067430,209396
1724700098552,209303
1724700129671,183080
1724700160792,191897
1724700191908,213201
1724700223030,211894
1724700254149,206945
1724700285266,205368
1724700316385,231965
1724700347506,205855
1724700378623,207504
1724700409738,170180
1724700440856,169235
1724700471973,159228
1724700503091,235974
1724700534210,209285
1724700565333,201500
1724700596450,210548
1724700627575,208902
1724700658696,219766
1724700689814,204660
1724700720940,235751
1724700752062,233205
1724700783183,205197
1724700814305,227028
1724700845422,191436
1724700876541,199424
1724700907659,216561
1724700938776,178011
1724700969900,168234
1724701001025,169970
1724701032143,169886
1724701062231,205539
1724701093355,195581
1724701124474,216724
1724701155591,202009
1724701186707,217921
1724701217826,211913
1724701248943,220072
1724701280065,211536
1724701311181,211002
1724701342305,210754
1724701373424,175215
1724701404542,238689
1724701435660,211237
1724701466777,208098
1724701497895,184020
1724701529025,180176
1724701560141,168050
1724701591302,216250
1724701622421,192412
1724701653539,223434
1724701684655,211020
1724701715774,213337
1724701746889,232767
1724701778006,193427
1724701809131,210553
1724701840248,199058
1724701871369,212162
1724701902492,208902
1724701933610,203330
1724701964727,197468
1724701995844,241241
1724702026964,221405
1724702058084,174060
1724702089213,179570
1724702120331,180297
1724702150360,198180
1724702181484,192880
1724702212603,205340
1724702243718,208259
1724702274834,228948
1724702305954,178613
1724702337071,209451
1724702368192,185413
1724702399314,223558
1724702430430,213133
1724702461550,223325
1724702492666,209432
1724702523784,205426
1724702554901,193663
1724702586022,181065
1724702617152,170553
1724702648272,178197
1724702679401,210197
1724702710519,187862
1724702741638,208640
1724702772754,217329
1724702803871,209859
1724702834990,212738
1724702866108,211404
1724702897225,205574
1724702928349,213092
1724702959464,224361
1724702990582,211680
1724703021701,218155
1724703052818,212744
1724703083937,213238
1724703115051,208889
1724703146171,178499
1724703177297,174140
1724703208716,218142
1724703239835,209751
1724703270957,207993
1724703302073,199460
1724703333190,210479
1724703364316,214394
1724703395436,206715
1724703426558,215782
1724703457679,205470
1724703488797,205929
1724703519918,203443
1724703551037,202277
1724703582156,210469
1724703613277,198593
1724703644394,224800
1724703675513,140983
1724703706629,169093
1724703737747,157345
1724703768939,182990
1724703800070,183002
1724703831184,210559
1724703862312,206688
1724703893429,217243
1724703924547,207952
1724703955666,213267
1724703986785,228433
1724704017903,157522
1724704049023,202067
1724704080146,202245
1724704111264,213572
1724704142380,217402
1724704173508,215030
1724704204626,208838
1724704235746,179139
1724704266868,180553
1724704298068,210523
1724704329190,191958
1724704360309,216076
1724704391428,200253
1724704422558,204670
1724704453680,215237
1724704484805,176106
1724704515926,201360
1724704547044,212234
1724704578164,235034
1724704609281,209275
1724704640405,210793
1724704671525,215309
1724704702642,218799
1724704733764,212824
1724704764894,171039
1724704796009,166274
1724704827139,178084
1724704858359,202841
1724704889477,205075
1724704920597,206984
1724704951717,184790
1724704982834,214776
1724705013958,208355
1724705045074,235819
1724705076193,209358
1724705107309,212507
1724705138425,179046
1724705169551,228318
1724705200670,218667
1724705231785,210127
1724705262902,215118
1724705294024,168769
1724705325148,181498
1724705356268,170163
1724705386455,211777
1724705417571,211653
1724705448689,205584
1724705479809,177573
1724705510927,181916
1724705542053,211326
